City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,arrecife,28.963,-13.5477,66.18,82,40,10.36,ES,1669944782
367,honiara,-9.4333,159.95,83.01,80,100,5.17,SB,1669944782
368,tezu,27.9167,96.1667,69.44,35,0,1.32,IN,1669944643
369,marienburg,54.0359,19.0266,35.89,89,100,4.88,PL,1669944783
370,san carlos del zulia,9.0,-71.9135,72.99,89,6,0.27,VE,1669944783
371,aklavik,68.2191,-135.0107,5.74,92,100,7.54,CA,1669944784
372,bowen,-20.0167,148.2333,79.07,56,74,6.35,AU,1669944784
373,portland,45.5234,-122.6762,38.03,89,26,5.01,US,1669944713
374,moses lake,47.1301,-119.2781,20.08,73,0,13.8,US,1669944785
375,tura,25.5198,90.2201,65.91,70,0,1.97,IN,1669944786
376,los llanos de aridane,28.6585,-17.9182,62.35,81,0,5.75,ES,1669944786
377,klaksvik,62.2266,-6.589,50.92,96,100,31.88,FO,1669944786
378,tomatlan,19.9333,-105.25,73.26,90,18,1.95,MX,1669944787
379,adrar,20.5022,-10.0711,66.99,21,1,7.85,MR,1669944514
380,orumiyeh,37.5527,45.0761,42.35,100,100,0.0,IR,1669944788
381,marzuq,14.4,46.4667,59.74,47,0,2.06,YE,1669944788
382,liaocheng,36.4439,115.9647,32.88,24,25,14.79,CN,1669944788
383,khani,41.9563,42.9566,42.37,73,100,5.95,GE,1669944789
384,vostok,46.4856,135.8833,-1.14,80,93,9.31,RU,1669944790
385,praya,14.9215,-23.5087,72.12,69,100,13.89,CV,1669944790
386,abengourou,6.7297,-3.4964,71.22,99,88,1.01,CI,1669944791
387,praia da vitoria,38.7333,-27.0667,55.65,62,20,23.8,PT,1669944791
388,placerville,38.7296,-120.7986,42.06,94,100,3.44,US,1669944792
389,leningradskiy,69.3833,178.4167,28.72,85,100,7.16,RU,1669944793
390,de-kastri,51.4667,140.7833,-1.91,73,1,5.79,RU,1669944793
391,coahuayana,18.7333,-103.6833,76.03,82,38,1.1,MX,1669944628
392,antofagasta,-23.65,-70.4,63.68,79,24,6.13,CL,1669944761
393,ostersund,63.1792,14.6357,30.61,100,100,11.01,SE,1669944794
394,khuzhir,53.1939,107.3397,-1.3,90,89,18.75,RU,1669944794
395,asyut,27.181,31.1837,57.38,46,20,5.1,EG,1669944795
396,pitimbu,-7.4706,-34.8086,79.39,77,98,12.73,BR,1669944795
397,samana,19.2056,-69.3369,74.12,86,5,9.55,DO,1669944796
398,udalguri,26.7667,92.1333,65.44,55,0,3.8,IN,1669944796
399,majene,-3.5403,118.9707,84.69,67,57,2.21,ID,1669944797
400,jinxiang,27.4327,120.6062,48.25,86,100,9.75,CN,1669944797
401,rio gallegos,-51.6226,-69.2181,60.85,51,75,14.97,AR,1669944798
402,merauke,-8.4667,140.3333,83.55,76,100,18.97,ID,1669944798
403,lieto,60.5103,22.4618,30.96,90,100,9.22,FI,1669944640
404,ixtapa,20.7,-105.2,78.03,73,75,0.0,MX,1669944799
405,mankono,8.0586,-6.1897,74.75,80,97,5.14,CI,1669944799
406,arandis,-22.4167,14.9667,66.72,53,62,1.32,,1669944800
407,walvis bay,-22.9575,14.5053,61.75,88,3,9.22,,1669944800
408,marsabit,2.3284,37.9899,65.19,67,100,9.37,KE,1669944800
409,ranong,9.9658,98.6348,76.93,74,28,4.38,TH,1669944801
410,bonavista,48.6499,-53.1147,43.95,88,100,43.49,CA,1669944801
411,yerofey pavlovich,53.9667,121.9667,-14.13,85,84,0.65,RU,1669944802
412,rezh,57.37,61.4043,-4.05,99,80,2.35,RU,1669944802
413,muli,2.9167,73.5667,79.18,79,58,4.72,MV,1669944803
414,guerrero negro,27.9769,-114.0611,59.74,75,23,10.71,MX,1669944803
415,matay,28.419,30.7792,58.1,61,17,7.25,EG,1669944804
416,tucuman,-26.8241,-65.2226,64.4,77,0,6.91,AR,1669944804
417,hojai,26.0,92.8667,65.52,80,0,2.89,IN,1669944805
418,kramat,-8.1311,113.4499,82.56,67,98,4.76,ID,1669944805
419,te anau,-45.4167,167.7167,57.94,38,63,5.64,NZ,1669944805
420,necochea,-38.5473,-58.7368,53.71,87,29,5.91,AR,1669944806
421,naze,28.3667,129.4833,54.52,83,100,20.09,JP,1669944806
422,samarai,-10.6167,150.6667,85.86,68,100,6.96,PG,1669944533
423,coquimbo,-29.9533,-71.3436,58.73,94,20,8.05,CL,1669944807
424,andros town,24.7,-77.7667,78.76,68,100,22.24,BS,1669944808
425,sept-iles,50.2001,-66.3821,30.63,79,75,14.97,CA,1669944720
426,halifax,44.6453,-63.5724,35.6,75,12,13.8,CA,1669944757
427,nouakchott,18.0858,-15.9785,67.93,70,18,12.75,MR,1669944539
428,bulawayo,-20.15,28.5833,56.64,46,66,5.23,ZW,1669944809
429,niigata,37.9022,139.0236,40.95,87,75,20.71,JP,1669944670
430,kindu,-2.95,25.95,64.96,99,100,0.36,CD,1669944809
431,diamantino,-14.4086,-56.4461,71.92,85,100,3.02,BR,1669944810
432,tiksi,71.6872,128.8694,-8.99,94,100,9.48,RU,1669944810
433,acapulco,16.8634,-99.8901,82.22,74,40,6.91,MX,1669944811
434,chimbote,-9.0853,-78.5783,66.4,88,7,6.38,PE,1669944811
435,luau,-10.7073,22.2247,63.01,98,100,4.65,AO,1669944812
436,yakeshi,49.2833,120.7333,-2.65,95,100,12.57,CN,1669944812
437,ponta do sol,32.6667,-17.1,66.0,74,19,7.11,PT,1669944521
438,talara,-4.5772,-81.2719,67.69,89,0,10.11,PE,1669944813
439,ciudad bolivar,8.1222,-63.5497,77.0,67,81,9.31,VE,1669944813
440,ambovombe,-25.1667,46.0833,71.08,88,100,7.09,MG,1669944814
441,mandal,25.45,74.5667,55.83,48,0,3.83,IN,1669944814
442,hasaki,35.7333,140.8333,53.22,58,100,20.2,JP,1669944815
443,dukat,62.55,155.55,-8.45,98,89,6.33,RU,1669944815
444,barcelos,41.5388,-8.6151,50.68,69,1,6.29,PT,1669944792
445,singaparna,-7.3515,108.111,77.63,79,86,4.03,ID,1669944816
446,dzhebariki-khaya,62.2167,135.8,-27.35,97,100,1.28,RU,1669944816
447,campiglia marittima,43.0602,10.6152,47.3,77,44,4.7,IT,1669944817
448,mims,28.6653,-80.8448,73.99,68,0,14.97,US,1669944817
449,beyneu,45.3167,55.2,23.47,31,0,5.32,KZ,1669944818
450,lazaro cardenas,17.9583,-102.2,78.21,80,58,2.82,MX,1669944818
451,tingo maria,-9.2895,-76.0088,71.53,97,100,2.44,PE,1669944819
452,burns lake,54.2331,-125.7533,-0.98,78,100,3.76,CA,1669944621
453,urengoy,65.9667,78.3667,-6.9,95,39,8.39,RU,1669944819
454,isabela,6.7085,121.9711,87.85,69,100,8.79,PH,1669944820
455,darhan,49.4867,105.9228,-4.07,90,99,0.94,MN,1669944820
456,luyang,27.6239,110.0989,33.57,83,94,0.98,CN,1669944821
457,praia,14.9215,-23.5087,72.12,69,100,13.89,CV,1669944790
458,irbil,36.1926,44.0106,48.02,87,37,2.3,IQ,1669944822
459,malente,54.1712,10.5552,34.66,93,93,6.58,DE,1669944822
460,salalah,17.0151,54.0924,71.69,73,0,1.14,OM,1669944649
461,santa rosa,14.3122,121.1114,89.1,68,98,16.93,PH,1669944816
462,port blair,11.6667,92.75,82.44,83,40,4.61,IN,1669944823
463,shahr-e kord,32.3256,50.8644,26.37,86,40,2.3,IR,1669944824
464,mangalia,43.8,28.5833,44.08,90,100,15.9,RO,1669944825
465,zlobin,45.2924,14.6541,34.9,82,75,6.91,HR,1669944825
466,swan river,52.1058,-101.2676,1.29,85,100,10.36,CA,1669944620
467,belaya gora,68.5333,146.4167,-8.81,98,100,11.01,RU,1669944826
468,lake charles,30.2131,-93.2044,53.98,75,0,4.61,US,1669944606
469,saint george,37.1041,-113.5841,54.19,40,100,3.0,US,1669944774
470,sur,22.5667,59.5289,72.32,45,61,5.37,OM,1669944584
471,petropavlovsk-kamchatskiy,53.0452,158.6483,21.79,74,75,4.47,RU,1669944827
472,darlowo,54.421,16.4107,34.03,82,100,5.17,PL,1669944828
473,ayolas,-27.4,-56.9,71.92,82,66,6.17,PY,1669944828
474,russell,32.3502,-85.1999,48.0,75,0,0.0,US,1669944829
475,nyimba,-14.5566,30.8149,65.77,83,8,2.59,ZM,1669944829
476,bossangoa,6.4926,17.4552,74.08,39,99,4.47,CF,1669944829
477,general pico,-35.6566,-63.7568,64.11,35,0,4.63,AR,1669944689
478,brae,60.3964,-1.353,47.66,90,100,25.9,GB,1669944830
479,teahupoo,-17.8333,-149.2667,80.56,79,37,15.52,PF,1669944831
480,san juan,-31.5375,-68.5364,75.97,31,44,3.27,AR,1669944642
481,benjamin aceval,-24.9667,-57.5667,77.59,94,91,2.86,PY,1669944831
482,george town,5.4112,100.3354,82.33,78,20,3.44,MY,1669944390
483,sikasso,10.9167,-7.0,75.27,36,26,1.01,ML,1669944832
484,ketchikan,55.3422,-131.6461,23.47,68,40,3.44,US,1669944832
485,loukhi,66.0764,33.0381,15.8,98,74,2.08,RU,1669944833
486,kuito,-12.3833,16.9333,57.76,94,99,2.42,AO,1669944833
487,bobrovytsya,50.75,31.3833,29.03,52,100,10.42,UA,1669944834
488,port-gentil,-0.7193,8.7815,78.98,83,100,9.51,GA,1669944834
489,buraydah,26.326,43.975,61.25,65,4,8.72,SA,1669944835
490,korla,41.7597,86.1469,20.01,26,100,5.68,CN,1669944835
491,marsh harbour,26.5412,-77.0636,76.42,72,100,24.87,BS,1669944836
492,kiama,-34.6833,150.8667,62.46,81,78,8.72,AU,1669944836
493,havelock,34.8791,-76.9013,51.75,84,0,0.0,US,1669944836
494,makinsk,52.6292,70.4169,-8.39,93,62,9.71,KZ,1669944837
495,moindou,-21.6924,165.677,89.11,59,100,10.74,NC,1669944837
496,batemans bay,-35.7167,150.1833,66.09,61,81,6.78,AU,1669944605
497,los andes,-32.8337,-70.5983,66.0,56,0,1.39,CL,1669944838
498,kirkenes,69.7271,30.0458,28.62,93,100,6.91,NO,1669944838
499,jardim,-21.4803,-56.1381,73.96,74,85,7.2,BR,1669944839
500,khorixas,-20.3667,14.9667,74.48,39,98,8.1,,1669944839
501,catuday,16.2923,119.8062,82.13,65,100,11.32,PH,1669944840
502,zhangye,38.9342,100.4517,19.11,49,63,3.65,CN,1669944840
503,san pawl il-bahar,35.9506,14.4156,52.41,93,0,1.14,MT,1669944841
504,ransang,8.9603,117.5828,78.87,85,100,7.18,PH,1669944841
505,tazovskiy,67.4667,78.7,-2.0,95,82,11.77,RU,1669944842
506,avera,33.194,-82.5271,38.71,47,91,6.31,US,1669944842
507,port augusta,-32.5,137.7667,85.91,17,0,6.26,AU,1669944843
508,cayenne,4.9333,-52.3333,73.44,100,75,6.91,GF,1669944843
509,hovd,48.0056,91.6419,-2.6,63,100,3.02,MN,1669944844
510,wad rawah,15.1603,33.1397,75.11,29,93,14.67,SD,1669944845
511,nea peramos,38.0076,23.423,56.59,82,20,4.61,GR,1669944845
512,cooma,-36.2333,149.1333,69.62,40,38,4.56,AU,1669944639
513,savannah bight,16.45,-85.85,82.04,74,0,17.87,HN,1669944846
514,vallenar,-28.5708,-70.7581,64.98,67,0,3.09,CL,1669944846
515,yopal,5.3378,-72.3959,71.62,91,71,3.27,CO,1669944847
516,touros,-5.1989,-35.4608,78.73,71,8,11.9,BR,1669944847
517,berbera,10.4396,45.0143,77.07,80,0,3.24,SO,1669944848
518,mbini,1.574,9.6134,79.21,83,100,2.66,GQ,1669944848
519,cody,44.5263,-109.0565,39.42,69,0,19.57,US,1669944821
520,mbarara,-0.608,30.65,59.31,92,51,1.99,UG,1669944849
521,ust-tsilma,65.441,52.1498,21.97,96,100,5.97,RU,1669944850
522,moron,-34.6534,-58.6198,69.98,70,100,9.64,AR,1669944850
523,mayumba,-3.432,10.6554,73.96,93,100,8.59,GA,1669944851
524,pemba,-12.974,40.5178,76.87,79,97,6.58,MZ,1669944851
525,tekeli,44.83,78.8239,17.46,77,100,7.18,KZ,1669944852
526,bairiki,1.3292,172.9752,86.0,70,40,13.8,KI,1669944852
527,wagar,16.1525,36.2032,72.48,74,39,6.38,SD,1669944853
528,vila do maio,15.1333,-23.2167,73.78,66,81,15.88,CV,1669944853
529,khorramshahr,30.4397,48.1664,62.56,67,0,6.91,IR,1669944854
530,eydhafushi,5.1033,73.0708,80.04,75,87,1.99,MV,1669944854
531,gornopravdinsk,60.05,69.9,-15.27,94,12,1.12,RU,1669944855
532,dingle,10.9995,122.6711,82.2,81,92,14.79,PH,1669944855
533,tselinnoye,53.0833,85.6667,-9.76,100,23,3.09,RU,1669944856
534,san carlos de bariloche,-41.1456,-71.3082,60.55,25,20,17.27,AR,1669944856
535,aden,12.7794,45.0367,77.99,77,5,10.07,YE,1669944857
536,padang,-0.9492,100.3543,77.05,94,100,2.1,ID,1669944857
537,kirakira,-10.4544,161.9205,84.07,74,100,7.49,SB,1669944857
538,karpathos,35.507,27.2132,64.36,77,8,6.91,GR,1669944858
539,lima,-12.0432,-77.0282,66.45,77,0,11.5,PE,1669944643
540,ojinaga,29.5667,-104.4167,61.57,58,0,0.0,MX,1669944859
541,nyalikungu,-3.1833,33.7833,65.98,78,100,2.89,TZ,1669944859
542,kumluca,36.3703,30.2869,59.14,73,7,6.15,TR,1669944860
543,fare,-16.7,-151.0167,80.85,77,35,17.07,PF,1669944860
544,atasu,48.6814,71.6433,8.94,96,97,7.72,KZ,1669944861
545,qovlar,40.948,45.735,38.21,95,100,3.31,AZ,1669944861
546,pushkino,56.0172,37.8667,8.89,95,100,3.71,RU,1669944862
547,tanggu,39.0211,117.6469,28.36,25,73,11.14,CN,1669944862
548,malangali,-8.5667,34.85,62.08,90,100,3.06,TZ,1669944863
549,srednekolymsk,67.45,153.6833,-28.46,93,24,9.31,RU,1669944863
550,iberia,29.9502,-91.7507,53.98,57,0,6.91,US,1669944864
551,saveh,35.0213,50.3566,45.28,69,30,2.42,IR,1669944864
552,pedernales,18.0384,-71.744,78.19,72,0,4.97,DO,1669944864
553,nyurba,63.2842,118.3319,-8.64,96,100,7.45,RU,1669944865
554,rodrigues alves,-7.738,-72.6509,76.33,82,43,1.88,BR,1669944865
555,murdochville,48.9583,-65.5006,25.68,86,87,17.52,CA,1669944866
556,rosario,-32.9468,-60.6393,73.94,60,0,10.36,AR,1669944867
557,kalaleh,37.3807,55.4916,50.36,95,100,2.48,IR,1669944867
558,fukue,32.6881,128.8419,48.56,57,75,12.66,JP,1669944582
559,mugur-aksy,50.35,90.5,-8.25,45,10,6.2,RU,1669944868
560,uglovskoye,51.3557,80.1942,-11.65,97,32,4.18,RU,1669944868
561,iskateley,67.6803,53.1512,20.84,96,100,7.9,RU,1669944869
